"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"PIK3CG - mRNA",4.92876962658916,4.8300900904214,4.88347492663658,4.82914696269077,4.12144656968029,4.73526740865142,3.40385477158455,3.31595945458169,3.25200336261259,4.33038766145423,3.91085515148793,4.08358178296475,4.43013169406527,3.86055981959543,4.62567740292717,4.35476011799267,4.63765435172682,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.20362387765003,4.58610238049573,7.56485375727068,6.13966999639742,6.77587416529762,6.24011670856184,7.22097945678564,6.11973794680552,6.26656209984541,6.81083067966973,6.67676986310567,6.5818803793564,6.34524537704776,6.8508481937529,6.84786758418782,7.18753677583396,7.32230503087267
"LILRB2 - mRNA",4.3723762279125,4.56705564401224,4.81636065397176,4.9896115761181,4.83765361449127,4.93690134518077,3.79087794280149,3.752058544194,3.77187227101804,4.49388637580886,4.45834289126027,4.63377870571638,4.18912375274187,3.86055981959543,4.56154713722873,4.95200090666329,4.18699299294614,4.49965757519351,4.26652061062843,4.41052733214867,4.30967133755426,4.63802661566661,4.53266325186358,7.06235335451556,7.13967000662845,6.71174384642911,6.7376163282704,6.9161249327106,6.66405855964985,6.43989376708072,6.75070963883881,7.37938405119188,7.09645361694507,6.53287226510026,6.31027980102777,6.95478275142539,7.32504023570225,7.2551908320093
"NOTCH1 - mRNA",4.67723089568161,5.44676138250921,4.88347492663658,5.06361217572589,4.70640904277187,4.99830189573239,4.02534317559185,4.27289071074017,4.10629136107541,3.93445894360503,4.49581755629336,4.23042307522126,4.56258203587798,3.91789112953578,4.68707799385596,4.76979759964359,4.45002738557875,4.3435384406943,4.68822339256443,4.60846644362657,4.50670818306593,4.51773230637309,4.38970522400299,6.79931897890579,6.55470747009866,7.05966726389232,6.7376163282704,6.87305626149766,6.44166612882918,6.71197338080627,6.36604574990096,6.7592320420997,6.71312489168131,6.56763769698669,6.70882920008617,7.14742792240705,7.56604834351135,7.03279858695618
"WNT10A - mRNA",4.09226842315452,4.56705564401224,4.51150618087574,4.82914696269077,3.62067906837731,3.8336006574892,3.610305676313,3.31595945458169,3.33577321212547,4.07884889787317,3.66984712174103,3.77884282319957,3.91440445965446,3.86055981959543,4.27204051324531,4.35476011799267,4.08745732505287,4.12105553054116,4.26652061062843,4.22995485585738,4.12022759048781,4.42043510648282,4.16229480343875,7.64731579766713,7.2551471728932,7.42223714741598,7.19704807226724,7.11406431461072,7.2352151913558,6.94079210781628,6.62238556336083,7.23316324321751,5.64899462176469,5.76028280534835,5.43581075280117,6.46935601729441,7.32504023570225,7.2551908320093
"IL2RA - mRNA",3.98535323875698,4.87739580192755,4.26418427134966,4.20111573085002,4.63601975079892,4.58326435131623,3.16284679599449,3.28005479309131,3.25200336261259,3.6736857632649,4.01777032799995,3.77884282319957,3.97761962673495,3.86055981959543,4.62567740292717,4.27881130859096,4.13808335422729,4.12105553054116,4.26652061062843,4.41052733214867,4.12022759048781,4.0848124687923,4.23100754040594,7.93682248616989,7.0141390064226,6.95275191522904,7.10685011613101,7.2549268172703,6.70470049593573,6.61886401586473,6.75070963883881,6.91123507161777,6.04754399428926,6.30460337936874,6.49470436053007,6.46935601729441,7.62049604858206,7.38643550037423
"CCR2 - mRNA",4.45483844615109,4.67808706460198,4.26418427134966,4.54903903987287,4.40155456201014,4.80565690161644,3.70341503640532,3.28005479309131,3.49623786175689,4.21009339032103,3.96530287511892,3.77884282319957,3.91440445965446,3.86055981959543,4.56154713722873,4.15682065742583,4.32449647349221,4.12105553054116,4.38866312361939,4.45234747489338,4.12022759048781,4.27957262246896,3.93815666819349,6.93682248616989,7.13967000662845,7.46176556775313,6.85309354361047,6.58354960601191,6.66405855964985,6.35582961296675,6.40557413866893,7.13362749295422,6.3188458952095,6.56763769698669,6.27711297345233,6.95478275142539,7.25792599956958,7.2551908320093
"ANGPT1 - mRNA",4.28491346937859,4.73055453280012,4.26418427134966,4.44212381225332,4.12144656968029,3.8336006574892,3.610305676313,3.28005479309131,3.25200336261259,4.27149395447241,3.79537796603991,3.79978868747478,3.91440445965446,3.86055981959543,4.49443289191161,4.46167529672643,4.23429866684342,4.12105553054116,4.26652061062843,4.49298942827135,4.12022759048781,4.0848124687923,4.23100754040594,7.06235335451556,7.2551471728932,7.33977512328771,6.79651011358044,6.82866210713906,6.11973794680552,6.23553528121851,6.62238556336083,6.86232549097623,6.61582773509589,6.2627830581985,6.24316554630104,6.84786758418782,8.07506190828286,7.4478359099517
"CLEC4E - mRNA",3.86987594542993,4.62363917003772,4.55332640175054,4.32664656717984,4.63601975079892,5.36753566608496,3.95134253819123,3.31595945458169,3.25200336261259,4.59342213900103,4.45834289126027,4.27622678645075,4.15595683178816,4.39705897453426,4.49443289191161,4.79727839892753,4.70636698994148,4.12105553054116,4.49557825866191,5.10442405764606,4.12022759048781,4.63802661566661,4.47716808549576,7.38428141054345,7.55470746242538,7.53771440818601,7.61208557400411,7.1862141572639,6.89232749978619,6.56995431566748,6.86854612335356,6.81169952906008,6.51149100026028,6.17532035786089,6.13625035556994,7.79128403077242,7.95307139586266,7.03279858695618
"SFRP1 - mRNA",3.98535323875698,5.17112698690101,4.74597145665105,4.06361217572589,4.22098227086078,4.99830189573239,4.40385477158455,3.87235273936433,3.57023837288294,4.44141893931449,4.11730606092727,3.97666653322892,4.08724412907751,3.86055981959543,5.05631174029071,4.15682065742583,4.70636698994148,4.16845165848926,4.26652061062843,4.49298942827135,4.12204440510784,4.51773230637309,4.5051824255404,7.28474574501116,6.72463240162888,7.67857703466831,6.32257887405545,6.87305626149766,6.66405855964985,6.79943617429573,6.68797394273548,6.78570418953391,6.4374904787403,6.4232477620353,6.13625035556994,7.14742792240705,7.91000273642341,6.86287351252155
"MLANA - mRNA",3.86987594542993,5.01066227937704,4.59396824970338,3.22754347715212,4.22098227086078,5.1137790402382,4.02534317559185,4.18269301250805,3.25200336261259,4.54451240251265,3.73397738523361,3.92008307450792,3.91440445965446,4.00278000803248,4.68707799385596,4.74178326598839,4.60203053182853,4.21425538821819,4.26652061062843,4.20372495845441,4.12022759048781,4.1640953307651,4.2641744357704,6.93682248616989,7.2551471728932,7.42223714741598,7.10685011613101,7.32051522123804,6.66405855964985,6.51932826157904,6.55367287935007,6.95854086063391,6.54711493621781,6.4232477620353,6.02077313131313,7.84786759045008,7.67296350120489,7.32230503087267
"CXCR2 - mRNA",4.53284088544134,5.31551692483725,4.46843734589653,4.74168410240829,4.01453133388349,4.50080224422698,3.40385477158455,3.47642407340266,3.25200336261259,4.54451240251265,4.01777032799995,4.36368966711918,4.22154505292069,3.86055981959543,4.56154713722873,4.85071752675902,4.95252782317544,4.38418032057216,4.35118837288889,4.71538180384402,4.12022759048781,4.27957262246896,4.44859903694023,7.86970839068429,6.36206246450432,7.53771440818601,6.96000882685923,7.35222397324585,7.44166612882918,6.86172038614774,7.21848858947201,7.49619769220201,6.99691787487019,6.34524537704776,6.13625035556994,7.79128403077242,8.07506190828286,7.72085451149583
"CCL8 - mRNA",5.23910974872925,6.11302403562852,4.55332640175054,4.20111573085002,4.01453133388349,4.41333946271721,4.02534317559185,3.28005479309131,3.25200336261259,3.93445894360503,4.66984712174103,4.52415428030055,4.51105164199471,3.86055981959543,4.42404364402674,4.27881130859096,4.08745732505287,4.12114598382671,4.26652061062843,4.20372495845441,4.12022759048781,4.45360199185513,4.47716808549576,8.00095281079005,7.36206247327378,7.64462976461347,7.10685011613101,6.68664317885846,6.89232749978619,6.86172038614774,6.58843821121584,7.09180741879068,6.35948791032928,6.72990914497851,6.34270122620049,7.67098984660823,7.77249923366744,7.4478359099517
"CCNO - mRNA",4.09226842315452,4.92319944092372,4.33093386776487,4.82914696269077,4.01453133388349,3.8336006574892,4.610305676313,4.03585155608433,4.00319788362317,3.85645650499427,4.60273282872111,4.52415428030055,4.48457951030958,3.86055981959543,4.00247237281457,4.52878945687126,4.60203053182853,4.30171822946853,4.31271417731312,4.71538180384402,4.12022759048781,4.69461006603487,4.01419601636628,6.64731579047093,7.0141390064226,6.89616839058949,6.15265388162591,6.9161249327106,6.39275645051219,6.3266831993642,6.71968272428761,7.04873863023697,4.41174369862063,4.42126935699206,4.50542934588126,6.73239031458239,7.32504023570225,7.50672960164952
"GAS1 - mRNA",4.67723089568161,4.56705564401224,4.37823970510293,4.44212381225332,4.70640904277187,4.32022998159229,4.16284671545057,3.92893639276259,3.9487501549662,4.44141893931449,4.16461172207533,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.42690993126526,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.20362387765003,4.1970600969004,8.06235334911841,6.87663543914425,7.2065085510545,7.0106348124209,6.9161249327106,6.62223830319985,6.49333300700726,6.75070963883881,7.37938405119188,4.41174369862063,4.42126935699206,4.50542934588126,7.14742792240705,7.32504023570225,6.95033625825809
"KIR3DL1 - mRNA",4.45483844615109,5.09312447934879,5.09646874484913,4.06361217572589,3.62067906837731,4.50080224422698,4.40385477158455,4.31595952701549,3.49623786175689,4.85645650499427,4.85427153871572,5.23042303679215,4.34440187330421,3.86055981959543,4.68707799385596,4.62394678831427,4.77195544086257,4.42370878745768,4.35118837288889,4.36745850541612,4.12022759048781,4.87681341141992,5.03356144956633,7.17783070977035,7.64217026711481,7.25231230263246,6.7376163282704,7.35222397324585,7.14948540917576,6.92142665456717,7.48152304535572,7.61905427315769,6.3188458952095,4.42126935699206,4.50542934588126,6.95478275142539,7.77249923366744,7.03279858695618
"DTX4 - mRNA",4.3723762279125,5.31551692483725,4.55332640175054,5.13400147896613,4.48401674116359,5.05719554687061,4.610305676313,4.72034966781039,3.64062775282772,5.14596307238855,4.73397738523361,4.92008302685583,4.79578128324657,4.00278000803248,4.00247237281457,5.04663777562254,5.16274550845414,4.21425538821819,4.38866312361939,4.68061641113247,4.34443695664404,4.90106097321586,5.03356144956633,7.72531840700645,7.80263488419348,7.53771440818601,6.15265388162591,7.2880937176994,7.11973793643215,7.25113217312156,7.55367287935007,7.49619769220201,5.77452547988911,5.93020781862037,5.49470437652837,6.73239031458239,7.72358960474639,7.32230503087267
"LILRA5 - mRNA",4.45483844615109,5.13265284125078,4.26418427134966,3.22754347715212,4.01453133388349,3.8336006574892,4.0957324697315,3.87235273936433,3.77187227101804,4.64072774967986,4.53234358098785,4.03111425276485,4.15595683178816,3.86055981959543,4.68707799385596,4.27881130859096,4.23429866684342,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.35172245170807,4.35933161449682,6.93682248616989,7.0141390064226,7.60986430055748,6.90754141683623,6.87305626149766,6.48897180398796,6.68925325078881,7.17340067195857,6.91123507161777,6.09645362748722,6.38477373643857,6.46555806286544,6.73239031458239,7.45057106455141,6.95033625825809
"CD8B - mRNA",4.1918040008456,5.24512760238005,4.78159535195717,3.22754347715212,3.62067906837731,3.8336006574892,3.95134253819123,4.08647773834022,3.41823529293321,4.77399426863651,4.29787818432355,4.23042307522126,3.91440445965446,3.86055981959543,4.27204051324531,4.39128607686901,4.40938536902139,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.48602349003187,4.35933161449682,7.79931897890579,7.64217026711481,7.38159522468096,7.0106348124209,7.22097945678564,7.28966307042307,6.84125633444783,7.55367287935007,7.43060925747148,5.94445042862068,6.03330132545379,5.80504458074451,6.73239031458239,7.32504023570225,7.2551908320093
"IL22RA1 - mRNA",5.45483844615109,5.50816192579512,5.20540295309653,3.22754347715212,3.62067906837731,4.80565690161644,4.28837753712648,3.81345912008866,4.00319788362317,4.77399426863651,4.21041543934157,4.92008302685583,4.18912375274187,3.86055981959543,4.00247237281457,4.27881130859096,4.56550456745704,4.12105553054116,4.27318576271195,4.20372495845441,4.12022759048781,4.72209082032716,4.61209773382778,8.06235334911841,7.55470746242538,7.11029324522623,6.7376163282704,7.383251024979,6.92709297259681,6.75636746888834,6.89656051638058,7.13362749295422,6.3188458952095,6.49724848468846,5.65820308367107,6.60685947443669,7.11353616365691,7.18480165946758
"CCL7 - mRNA",5.03980092494353,5.13265284125078,4.91589644017189,3.22754347715212,3.62067906837731,3.8336006574892,5.0609669815977,3.92893639276259,4.15520099506198,4.77399426863651,4.93833585714462,4.79978873927053,4.25325396980694,3.86055981959543,4.56154713722873,4.59291982146445,4.77195544086257,4.30171822946853,4.80370053680574,4.71538180384402,4.20004680809018,4.69461006603487,4.73548009807752,8.52178492408787,8.07826940547118,7.11029324522623,7.0106348124209,7.03811538735184,6.96104027557121,6.68925325078881,7.57116020172146,7.11286898281723,6.09645362748722,6.08221094282266,5.70882918629454,7.31735285148549,7.72358960474639,6.95033625825809
"SNCA - mRNA",4.1918040008456,4.24512756434064,4.51150618087574,3.22754347715212,3.62067906837731,4.41333946271721,3.70341503640532,3.28005479309131,3.25200336261259,4.49388637580886,4.06839634578844,3.8611893616283,4.08724412907751,3.86055981959543,4.18957829155812,4.56121100956243,4.56550456745704,4.12105553054116,4.38866312361939,4.20372495845441,4.12022759048781,4.0848124687923,4.29659587008264,6.79931897890579,7.2551471728932,4.26985221203887,6.79651011358044,7.11406431461072,6.53477556537811,6.97875994169678,7.00347570299873,7.07043381030272,5.99691788616535,6.08221094282266,6.0603016059985,7.31735285148549,7.67296350120489,3.91156206901603
"CMKLR1 - mRNA",4.60684151986029,4.56705564401224,4.2820243587452,3.22754347715212,3.62067906837731,4.32022998159229,3.95134253819123,3.31595945458169,3.49623786175689,4.21009339032103,3.66984712174103,4.13420771225685,3.97761962673495,3.86055981959543,4.00247237281457,4.06935777573496,4.18699299294614,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.16229480343875,6.64731579047093,6.72463240162888,6.57424022908534,6.24011670856184,6.68664317885846,4.35155787445556,6.49333300700726,6.19612077250818,6.78570418953391,6.47496521019422,6.87576003914788,6.37441017480725,6.46935601729441,7.03553360651072,3.91156206901603
"NKG7 - mRNA",3.60684157906784,4.31551696106526,4.26418427134966,3.22754347715212,3.62067906837731,4.41333946271721,3.15322408847478,3.39842165501467,3.25200336261259,3.6736857632649,3.58216372449965,3.92008307450792,3.91440445965446,3.86055981959543,4.00247237281457,4.39128607686901,4.36756522926948,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.35172245170807,4.12667094205287,6.93682248616989,6.72463240162888,7.05966726389232,6.96000882685923,6.95794514185333,6.48897180398796,6.97875994169678,7.24051491869874,7.09180741879068,7.81891953375846,7.17532035786089,7.26023919253098,6.95478275142539,7.11353616365691,3.91156206901603
"ITGAL - mRNA",3.98535323875698,4.73055453280012,4.26418427134966,3.22754347715212,3.62067906837731,4.6612668728201,3.40385477158455,3.68792828464778,3.25200336261259,4.44141893931449,3.79537796603991,4.08358178296475,4.01509430632388,3.86055981959543,4.27204051324531,4.27881130859096,4.03498986429794,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.27957262246896,4.12667094205287,6.64731579047093,6.72463240162888,7.67857703466831,6.61208556663003,6.95794514185333,6.82017769846057,6.90179781243852,6.86854612335356,6.98162450909827,6.47496521019422,6.49724848468846,6.43581075280117,6.73239031458239,7.62049604858206,3.91156206901603
"BCAT1 - mRNA",4.1918040008456,4.44676134943146,4.55332640175054,3.22754347715212,4.56201914797858,4.73526740865142,4.16284671545057,3.752058544194,3.25200336261259,4.00845954863861,3.8542715885919,4.63377870571638,4.01509430632388,3.91789112953578,4.00247237281457,4.49562270630633,4.52802983157411,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.60888013402204,4.58610238049573,7.06235335451556,7.13967000662845,6.89616839058949,7.0106348124209,7.61002183843302,6.99420719108816,7.29693580354497,7.10301128809736,7.21379795631802,6.51149100026028,6.53287226510026,6.31027980102777,6.73239031458239,7.32504023570225,3.91156206901603
"TNFRSF4 - mRNA",4.74434491981263,5.01066227937704,4.59396824970338,5.06361217572589,5.01453133388349,5.32022998159229,4.02534317559185,3.87235273936433,3.77187227101804,4.27149395447241,3.73397738523361,3.77884282319957,3.91440445965446,3.86055981959543,4.62567740292717,4.23928285356494,4.08745732505287,4.12105553054116,4.26652061062843,4.41052733214867,4.12022759048781,4.0848124687923,4.41945259689316,7.47739080791864,7.55470746242538,7.25231230263246,7.73761633502999,7.32051522123804,6.48897180398796,6.66616971028183,6.62238556336083,7.09180741879068,5.71312489168131,6.38477373643857,5.80504458074451,7.60685948183754,7.18753677583396,3.91156206901603
"GLI1 - mRNA",4.3723762279125,4.78118049343834,4.78159535195717,4.74168410240829,4.01453133388349,4.93690134518077,4.16284671545057,3.81345912008866,3.25200336261259,4.59342213900103,4.11730606092727,4.18311741680559,4.08724412907751,3.86055981959543,4.80255518973568,4.02355424136128,4.28010239238718,4.25864954526119,4.49557825866191,4.32306441882038,4.12022759048781,4.42043510648282,4.29659587008264,7.28474574501116,7.0141390064226,6.95275191522904,6.7376163282704,6.68664317885846,6.53477556537811,6.06952531997279,6.78108331914206,6.7592320420997,6.04754399428926,6.03330132545379,4.50542934588126,6.60685947443669,7.77249923366744,3.91156206901603
"SLAMF7 - mRNA",4.3723762279125,4.8300900904214,4.70944554064728,4.54903903987287,3.62067906837731,4.6612668728201,3.28837746329454,3.55042469373196,3.25200336261259,4.49388637580886,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.68707799385596,4.42690993126526,4.13808335422729,4.42370878745768,4.26652061062843,4.20372495845441,4.12022759048781,4.24209789359222,4.09014486273146,7.06235335451556,7.0141390064226,7.50023964923526,6.47458194406728,6.63601706727374,6.66405855964985,6.0339015224831,6.71968272428761,6.61905427315769,5.94445042862068,6.21971447237991,5.98013121284049,7.14742792240705,7.45057106455141,3.91156206901603
"CCR4 - mRNA",4.80847530637695,4.92319944092372,4.26418427134966,4.74168410240829,4.12144656968029,4.32022998159229,4.02534317559185,3.62081405680549,3.25200336261259,4.64072774967986,3.8542715885919,3.92008307450792,3.91440445965446,3.86055981959543,4.35004308026861,4.74178326598839,3.77485757206847,4.3435384406943,4.26652061062843,4.20372495845441,4.12022759048781,4.27957262246896,4.23100754040594,7.64731579766713,6.87663543914425,6.71174384642911,6.40058137372345,7.15059021979572,6.57916963145516,6.73434112375637,6.58843821121584,7.13362749295422,6.04754399428926,5.87576003914788,6.27711297345233,7.31735285148549,7.38917060989401,3.91156206901603
